id,geometry
120,"POLYGON ((108.22113767417915 16.059886796864667, 108.22115182247545 16.0599697417676, 108.22117970956162 16.059961585192525, 108.22117407277763 16.05993798652916, 108.22118104296068 16.059935272786664, 108.22116625255828 16.05987594036334, 108.22113767417915 16.059886796864667))"
121,"POLYGON ((108.22122919690975 16.05994191285563, 108.2212808073739 16.05993505327048, 108.22127440941834 16.05988447221106, 108.22121582878599 16.059894045538147, 108.22122919690975 16.05994191285563))"
122,"POLYGON ((108.22129332543832 16.05991816067702, 108.22137630805277 16.059901787602385, 108.22137903514376 16.0598747975264, 108.2212897657243 16.059887811427526, 108.22129332543832 16.05991816067702))"
123,"POLYGON ((108.22140858534448 16.059832232567597, 108.2214504254569 16.059824045244568, 108.22143457659385 16.059759655657153, 108.22139552313446 16.05976615033853, 108.22140858534448 16.059832232567597))"
124,"POLYGON ((108.22142959513454 16.059866253713427, 108.22150176647743 16.059850916291815, 108.22149790158883 16.05983911926864, 108.22150938109193 16.059825601958654, 108.22151213755099 16.059811091950493, 108.2214228832577 16.059830514590477, 108.22142959513454 16.059866253713427))"
125,"POLYGON ((108.22147028711996 16.059814894396247, 108.22149644274609 16.059812138407047, 108.22150963222761 16.059784113392926, 108.22149667720612 16.05976356655865, 108.22146250016941 16.059767014808113, 108.22147161571534 16.059786558194233, 108.22147028711996 16.059814894396247))"
126,"POLYGON ((108.22158813086402 16.059789337368343, 108.22159509785844 16.05978527441596, 108.22159326634578 16.059748175348364, 108.22156779567298 16.059745533026312, 108.22156859817717 16.059790054980162, 108.22158813086402 16.059789337368343))"
127,"POLYGON ((108.22103864949356 16.0599048916361, 108.22108536686191 16.059893995248938, 108.2210509977758 16.05981581702972, 108.22100916240692 16.05982602807026, 108.22103864949356 16.0599048916361))"
128,"POLYGON ((108.2208708497976 16.060047601632284, 108.2209280399462 16.0600400552614, 108.22092721061084 16.059984065129886, 108.22086027871032 16.06000242654886, 108.2208708497976 16.060047601632284))"
129,"POLYGON ((108.22092944159964 16.060042750586707, 108.22096849433692 16.06003591868944, 108.22094949585595 16.059967151078222, 108.22092857260064 16.059969895495666, 108.22092944159964 16.060042750586707))"
130,"POLYGON ((108.2208608970488 16.059968695095552, 108.2209348292695 16.05996043731134, 108.22091508714709 16.059872107876878, 108.2208446463958 16.05988170718125, 108.2208608970488 16.059968695095552))"
131,"POLYGON ((108.22075905075424 16.059973641206025, 108.22082951216319 16.059972811708025, 108.22081954198748 16.05988648458591, 108.22079862666885 16.059892601982494, 108.22080067521782 16.05987370862626, 108.22075255460109 16.059881235026612, 108.22075905075424 16.059973641206025))"
132,"POLYGON ((108.22074608873415 16.060098471046377, 108.22080334076153 16.06011723404542, 108.22080737441645 16.060052463397934, 108.22074321882302 16.060064747260714, 108.22074608873415 16.060098471046377))"
133,"POLYGON ((108.22068462383719 16.060068249058823, 108.22079621354348 16.060053162535382, 108.22079615009997 16.06002617859971, 108.22073126831484 16.060026321221226, 108.22073125562788 16.060020924434045, 108.22079613106695 16.060018083419003, 108.22079119197956 16.059994483210833, 108.22073328673962 16.059994610496062, 108.22073046282253 16.05998045006346, 108.22065720286767 16.059977912669783, 108.22065382559275 16.060025142224394, 108.22068593034449 16.060030468481692, 108.22068462383719 16.060068249058823))"
134,"POLYGON ((108.22066545264762 16.060222775023743, 108.220714282105 16.060219969296227, 108.22070002772172 16.060091826269378, 108.22065398256822 16.060091927466413, 108.22066545264762 16.060222775023743))"
135,"POLYGON ((108.22055250240298 16.060252705712244, 108.220665493875 16.060240314581943, 108.2206430579441 16.06019314175756, 108.22054679117575 16.0601974009062, 108.22055250240298 16.060252705712244))"
136,"POLYGON ((108.22055270221321 16.060189292695817, 108.22058479351332 16.06018888488116, 108.22057449996801 16.060113352087875, 108.22054486077282 16.060118139425335, 108.22055270221321 16.060189292695817))"
137,"POLYGON ((108.22059001957808 16.06018617499, 108.22063082838352 16.06018439880882, 108.22062226547915 16.06010312809894, 108.22058599064775 16.060104557014473, 108.22059001957808 16.06018617499))"
138,"POLYGON ((108.22056922951563 16.060097173223145, 108.22063062939807 16.06009973670944, 108.22063196286976 16.06007342430537, 108.22063893147977 16.06007003598183, 108.2206389679477 16.060085551745146, 108.22065152095969 16.060083500352622, 108.22064581763925 16.06003156854097, 108.22062559361137 16.06003498599432, 108.2206268858602 16.05999113403143, 108.22059688358902 16.059989850756477, 108.22058923318136 16.059999986595766, 108.22056830674607 16.060001381781397, 108.22056351511884 16.060040519219932, 108.22056922951563 16.060097173223145))"
139,"POLYGON ((108.22051365814815 16.060199834809588, 108.22054853134811 16.060195710578, 108.22053242823341 16.060171460290917, 108.22054853610392 16.06019773437321, 108.22054416153364 16.0601174663598, 108.22050650248666 16.06012362051655, 108.22051365814815 16.060199834809588))"
140,"POLYGON ((108.22049185016823 16.060122978105092, 108.22052533438826 16.06012155533661, 108.22052600192367 16.06010873643398, 108.22053575956716 16.060104667384095, 108.22053217777064 16.060064873741748, 108.22048822875364 16.060066319501367, 108.22049185016823 16.060122978105092))"
141,"POLYGON ((108.22047706946333 16.060067693220653, 108.22054820953987 16.060058767100696, 108.22054953668125 16.060029756303106, 108.22047422020302 16.060042739209557, 108.22047706946333 16.060067693220653))"
142,"POLYGON ((108.22040714843018 16.06029856066504, 108.2204566565462 16.060287658282352, 108.22045098496774 16.060249218433558, 108.22040007204325 16.06025607628904, 108.22040714843018 16.06029856066504))"
143,"POLYGON ((108.22038888897058 16.06024733102774, 108.22043142053148 16.060236443974652, 108.22042991745141 16.06019057434734, 108.22038389128998 16.06019877066797, 108.22038888897058 16.06024733102774))"
144,"POLYGON ((108.22041655900792 16.060146754566947, 108.22048979049269 16.06013714926988, 108.22047781466769 16.06008792964063, 108.22041437095707 16.060106283258857, 108.22041655900792 16.060146754566947))"
145,"POLYGON ((108.22043765028887 16.06021551763119, 108.22048437569094 16.0602079943647, 108.22047377298051 16.060149327292475, 108.22042566496226 16.060162250408656, 108.22043765028887 16.06021551763119))"
146,"POLYGON ((108.22020817588178 16.060238958054192, 108.22021793829089 16.060236912813828, 108.22022077168108 16.060255120844317, 108.22026402308855 16.060253676670413, 108.22026177803177 16.06018891981678, 108.22020528388073 16.06019578988124, 108.22020817588178 16.060238958054192))"
147,"POLYGON ((108.22008963164687 16.060263503967207, 108.22009182280227 16.060305324476584, 108.2201448413871 16.0603038588866, 108.22014197157309 16.060270135090885, 108.22021731826037 16.060269969668926, 108.22021376345357 16.060241644193667, 108.22008888014564 16.06024056915138, 108.22008963164687 16.060263503967207))"
148,"POLYGON ((108.22017039483214 16.06019316807272, 108.22020806974538 16.06019375995887, 108.22021083343209 16.060182285658307, 108.22024501690373 16.060181535999984, 108.22024622527104 16.06010193032042, 108.22017297636108 16.060104114951297, 108.22017039483214 16.06019316807272))"
149,"POLYGON ((108.22002327054341 16.060227895721027, 108.22011815628993 16.060229711256014, 108.22012578930801 16.06021215485001, 108.22015509554103 16.060214114320157, 108.22016392903542 16.060113579240802, 108.2200516035784 16.060112476605095, 108.22005379313973 16.060153622517284, 108.22009704452746 16.060152178377635, 108.22009781345025 16.060182533776562, 108.2201068797875 16.06018116467113, 108.22010689562529 16.06018791065562, 108.22006224575424 16.06018800866315, 108.2200692017091 16.0601792235702, 108.22002314703033 16.060175277041402, 108.22002327054341 16.060227895721027))"
150,"POLYGON ((108.22026037955472 16.06018757368378, 108.22038802491939 16.06017649972593, 108.22038655354446 16.060144122066294, 108.2203349382362 16.060148957642753, 108.22033555666297 16.060115226189055, 108.2202651221305 16.060127523699336, 108.22026727529655 16.060153153844098, 108.22025681999081 16.060157224413846, 108.22026037955472 16.06018757368378))"
151,"POLYGON ((108.22030732202907 16.06027247044055, 108.22036660839997 16.060266268817998, 108.22036576812616 16.060205556492367, 108.22029950206138 16.060210424238196, 108.22030732202907 16.06027247044055))"
152,"POLYGON ((108.22035095691724 16.060434279065632, 108.22047925570558 16.060404314762117, 108.22047707239295 16.06036586725127, 108.22033900487506 16.060395178405745, 108.22035095691724 16.060434279065632))"
153,"POLYGON ((108.22057788822845 16.060516081964792, 108.22070485356791 16.06051242992842, 108.22069486596865 16.060418682221933, 108.22057351680655 16.060437163151626, 108.22057788822845 16.060516081964792))"
154,"POLYGON ((108.21983538308595 16.060729874538314, 108.22002479197677 16.060727435099757, 108.22002972035197 16.060597900717514, 108.21983613039839 16.060602373136152, 108.21983538308595 16.060729874538314))"
155,"POLYGON ((108.22005415529655 16.060753680124794, 108.22012110890982 16.06074442602894, 108.22012075253711 16.060592641384886, 108.22005690991915 16.0605897458168, 108.22005415529655 16.060753680124794))"
156,"POLYGON ((108.22015879184701 16.060748390913027, 108.22025507552871 16.060751215214932, 108.22026409462806 16.060581195735217, 108.22016260474744 16.06058951379655, 108.22015879184701 16.060748390913027))"
157,"POLYGON ((108.21987374681694 16.06057800493653, 108.22003588523505 16.060549315849258, 108.22001891347648 16.060452210423293, 108.21986099668261 16.0604960687772, 108.21987374681694 16.06057800493653))"
158,"POLYGON ((108.22021695534998 16.060561061186828, 108.22030592544229 16.06056896104049, 108.22030883672471 16.060471811975006, 108.22022615270117 16.060466934027637, 108.22021695534998 16.060561061186828))"
159,"POLYGON ((108.22023131620121 16.06043757750736, 108.22030039593821 16.060442485329336, 108.22029178403649 16.060340302053866, 108.22022899510911 16.060340439929753, 108.22023131620121 16.06043757750736))"
160,"POLYGON ((108.22012547415453 16.06037507190502, 108.2201840605318 16.060367859965957, 108.22017764620307 16.060310195585213, 108.22012009919708 16.060314369531884, 108.22012547415453 16.06037507190502))"
161,"POLYGON ((108.21988806038927 16.06043428332097, 108.22001570752123 16.060423884178974, 108.21999244739173 16.06032274493885, 108.2198784188376 16.06033918560313, 108.21988806038927 16.06043428332097))"
162,"POLYGON ((108.22001780998747 16.060427927176132, 108.22015805766436 16.06043571454575, 108.22015373630504 16.06037804556963, 108.22009512616705 16.060375138523913, 108.22009919331342 16.060324534452345, 108.22005107414158 16.060332735296793, 108.22004594149737 16.06037524648331, 108.22001141233058 16.0603773460732, 108.22001780998747 16.060427927176132))"
163,"POLYGON ((108.21965250684778 16.060394323910966, 108.22001232105019 16.060318653711445, 108.21998702022469 16.060239780811884, 108.2196397829241 16.06032351860938, 108.21965250684778 16.060394323910966))"
164,"POLYGON ((108.21968664940142 16.060673534235377, 108.21983524537193 16.060671184473716, 108.21982842987121 16.06044250937334, 108.21962759537064 16.060481402192703, 108.21965519317278 16.060647293748207, 108.21968664940142 16.060673534235377))"
165,"POLYGON ((108.21974417950771 16.06021602793589, 108.22000993356211 16.060193182992307, 108.22000661835604 16.06011830945315, 108.21973879992359 16.06015330175365, 108.21974417950771 16.06021602793589))"
166,"POLYGON ((108.2196353810249 16.060231445095102, 108.21964378610485 16.06024559330435, 108.21973480152828 16.060233250855532, 108.21971786792538 16.060152335762037, 108.2196278824059 16.06015759262375, 108.2196353810249 16.060231445095102))"
167,"POLYGON ((108.21951724723276 16.06028229926959, 108.21964277996985 16.06026279786076, 108.21962265949246 16.06016165168875, 108.21949295749856 16.060188245545373, 108.21951724723276 16.06028229926959))"
168,"POLYGON ((108.21951067650336 16.060157849611013, 108.21963519590832 16.060152517071188, 108.21964440776028 16.060064461313143, 108.21950107548157 16.06007995413079, 108.21951067650336 16.060157849611013))"
169,"POLYGON ((108.21952197899938 16.06006877737058, 108.21965900627657 16.06004216743374, 108.21962936544683 16.05989753031008, 108.2194798279521 16.059944405710674, 108.21952197899938 16.06006877737058))"
170,"POLYGON ((108.21972408984318 16.060128036444766, 108.21977219473774 16.060113764288207, 108.21975523264486 16.06002070642401, 108.21970502531545 16.0600309355757, 108.21972408984318 16.060128036444766))"
171,"POLYGON ((108.21977531518891 16.06010566221981, 108.21986111713016 16.06010142637839, 108.2198599756729 16.060060952765525, 108.21982225963093 16.060042821256797, 108.21981483455133 16.060000337622146, 108.21976254613902 16.060015630867245, 108.21977531518891 16.06010566221981))"
172,"POLYGON ((108.21991134584016 16.060100304269312, 108.22003169114495 16.06010004017336, 108.22001372995646 16.060027222583514, 108.22000728243849 16.05995539162631, 108.21998216691486 16.05995544674423, 108.21998213603977 16.059942292073938, 108.21989321135209 16.05995361813438, 108.21989324459588 16.059967784702557, 108.21993408582196 16.05997983792396, 108.21994361338616 16.06002636455207, 108.21991011888518 16.06002340233918, 108.21991134584016 16.060100304269312))"
173,"POLYGON ((108.22011018671479 16.06010391549116, 108.220174031554 16.060107822945284, 108.22016124094205 16.06000868454215, 108.22009741989062 16.060014896060245, 108.22011018671479 16.06010391549116))"
174,"POLYGON ((108.22023567649939 16.06006619958096, 108.22033505651248 16.060050802804692, 108.22032655869957 16.059997190614723, 108.22031192461183 16.060004306072756, 108.22030555541718 16.059965867750236, 108.22021454966162 16.059982258028462, 108.22023567649939 16.06006619958096))"
175,"POLYGON ((108.22038958284917 16.06009723058008, 108.2204680498913 16.06008896299497, 108.2204511635553 16.060028285918737, 108.22038111354381 16.060055761164715, 108.22038958284917 16.06009723058008))"
176,"POLYGON ((108.22025359024389 16.060118779196507, 108.22033937553734 16.06010745988006, 108.2203225343964 16.06006600884822, 108.22024513047093 16.060081357365767, 108.22025359024389 16.060118779196507))"
177,"POLYGON ((108.22035061348564 16.059991066368667, 108.22040920211825 16.059984866268632, 108.22042182882095 16.060014183716692, 108.22043228173844 16.060009101241462, 108.22044279646627 16.06003032810441, 108.2204950776929 16.060011999001638, 108.22048455107284 16.059985712653155, 108.22045317093006 16.059991853006032, 108.22045204124136 16.059956438887323, 108.2204196074902 16.059959545841064, 108.22040074232278 16.059947444444205, 108.22035159341338 16.059962730935894, 108.22035061348564 16.059991066368667))"
178,"POLYGON ((108.22051913960821 16.060008910429662, 108.22058085103419 16.059995620101816, 108.22056806498621 16.05989850552242, 108.22050634170077 16.05990673635769, 108.22051913960821 16.060008910429662))"
179,"POLYGON ((108.22062159003923 16.059964161593225, 108.22065298682061 16.059965104499216, 108.22066034785787 16.059980266864734, 108.22068753255677 16.059970088091166, 108.22068329192965 16.05994682364593, 108.22073455279794 16.059939627659343, 108.22072709184873 16.059881965596805, 108.2206769060166 16.059901302052786, 108.22067696310084 16.05992558759558, 108.22066336124067 16.059926629391605, 108.22066118979268 16.059893241369817, 108.22061201000173 16.059895373251337, 108.22062159003923 16.059964161593225))"
180,"POLYGON ((108.22052720947563 16.05988038103655, 108.22057324506945 16.059876232277517, 108.22056990588209 16.05979123977392, 108.22051449241499 16.059812611483878, 108.22052720947563 16.05988038103655))"
181,"POLYGON ((108.22177307792687 16.059670200116056, 108.22188389971453 16.05962543224454, 108.22177902303297 16.05952852063665, 108.22168291870308 16.059601589317133, 108.22177307792687 16.059670200116056))"
182,"POLYGON ((108.22157948418742 16.059672650291002, 108.22162553638817 16.05967558459007, 108.22160233989293 16.059601766769987, 108.22156674772397 16.05959678562855, 108.22157948418742 16.059672650291002))"
183,"POLYGON ((108.22154081929054 16.059696009188777, 108.22157950325169 16.059680745471052, 108.22155417330721 16.059589729996077, 108.22152491481243 16.059608008665645, 108.22154081929054 16.059696009188777))"
184,"POLYGON ((108.22139125622746 16.059731755036125, 108.2214247411658 16.059730669428067, 108.22140778549267 16.059640647403683, 108.2213701218019 16.059644777914382, 108.22139125622746 16.059731755036125))"
185,"POLYGON ((108.22121601032069 16.059748837088915, 108.2212991684765 16.05973296961062, 108.22130862370159 16.059748633296003, 108.2213452302162 16.059739951559855, 108.22132882282543 16.059660553300997, 108.22129273837287 16.059668727933847, 108.22122840614128 16.059680000424564, 108.22122313922078 16.059665339422747, 108.22120117746002 16.05967145916037, 108.22121601032069 16.059748837088915))"
186,"POLYGON ((108.2211789138931 16.05977168652015, 108.22121658594682 16.059771097683797, 108.22120012145706 16.059667413872535, 108.2211671883377 16.059680641064926, 108.2211789138931 16.05977168652015))"
187,"POLYGON ((108.22117730845935 16.05975651151028, 108.22116880091278 16.059698851767703, 108.22113062825025 16.059709054773244, 108.22113704044757 16.0597657072243, 108.22117730845935 16.05975651151028))"
188,"POLYGON ((108.22105073925579 16.059780063699083, 108.22109991305935 16.059775401973763, 108.22109561287436 16.059726840098136, 108.22110815990688 16.05972225893556, 108.2211060193364 16.059702025588063, 108.22103908397693 16.059718869214073, 108.22105073925579 16.059780063699083))"
189,"POLYGON ((108.22099741999509 16.059801936877914, 108.22105337092603 16.059786635279018, 108.22103753330121 16.059726967847215, 108.22098264671457 16.059749856372186, 108.22099741999509 16.059801936877914))"
190,"POLYGON ((108.22098277999648 16.059806522636944, 108.22097638569099 16.059757459412268, 108.22092514748704 16.059774268482542, 108.22092783388757 16.05980411370873, 108.22095137015044 16.059800014341935, 108.22095088141907 16.059814688007542, 108.22098277999648 16.059806522636944))"
191,"POLYGON ((108.22067996577546 16.05986739658281, 108.22075633499591 16.05985710969922, 108.2207541516391 16.0598186621905, 108.2206725405223 16.05982491298189, 108.22067996577546 16.05986739658281))"
192,"POLYGON ((108.22084404179003 16.05977292895608, 108.22091098075511 16.05975760323659, 108.22088669995956 16.059667597272046, 108.22081663586158 16.059689001270744, 108.22084404179003 16.05977292895608))"
193,"POLYGON ((108.22097948704769 16.059741262146787, 108.22105110658079 16.059713783256864, 108.22101635737569 16.05962228247851, 108.2209473350272 16.059641660422507, 108.22097948704769 16.059741262146787))"
194,"POLYGON ((108.2210516167281 16.05970821666932, 108.22111490250157 16.059696946533236, 108.22108120093915 16.059605949412745, 108.2210236851037 16.059623278265306, 108.2210516167281 16.05970821666932))"
195,"POLYGON ((108.22113002406488 16.059674651406862, 108.22117498811647 16.059659879897637, 108.22115285731283 16.05959415490259, 108.22110683846373 16.05960538706734, 108.22113002406488 16.059674651406862))"
196,"POLYGON ((108.22124042040309 16.05967137281547, 108.22131625079429 16.059654509552043, 108.22128880062867 16.059551861826186, 108.22121088088932 16.05957024753036, 108.22124042040309 16.05967137281547))"
197,"POLYGON ((108.22135987853778 16.059738907417742, 108.22138236592198 16.059733798409678, 108.22136592516983 16.059640233588432, 108.2213455283704 16.059644326090744, 108.22135987853778 16.059738907417742))"
198,"POLYGON ((108.22132146413239 16.059646402856618, 108.22140201437821 16.059634082738533, 108.22136619354117 16.059531959399273, 108.22129664802173 16.059551338605907, 108.22132146413239 16.059646402856618))"
199,"POLYGON ((108.22141875564814 16.05963303398577, 108.22145274355857 16.059623346092998, 108.22142476889823 16.05952019358908, 108.22138815051713 16.059523815850095, 108.22141875564814 16.05963303398577))"
200,"POLYGON ((108.22148799594865 16.059706244514402, 108.22152512449485 16.0596970556472, 108.22152137365843 16.05965962350316, 108.22148058959208 16.059671856125465, 108.22148799594865 16.059706244514402))"
201,"POLYGON ((108.22164086414831 16.059518705908456, 108.22167026205219 16.059559623227756, 108.22174962153623 16.05948608548638, 108.22169983758245 16.05945381425204, 108.22164086414831 16.059518705908456))"
202,"POLYGON ((108.22169116419761 16.059547940311212, 108.22171790897345 16.059573178974308, 108.22177535797717 16.059527516807435, 108.22174024614803 16.059504320386996, 108.22169116419761 16.059547940311212))"
203,"POLYGON ((108.21950334854722 16.059933602679, 108.21969263920751 16.059881074614704, 108.21972449156509 16.05985317742357, 108.21971863029934 16.059808160596837, 108.21949219442953 16.059862793922193, 108.21950334854722 16.059933602679))"
204,"POLYGON ((108.21979378713043 16.059950168109953, 108.21984503616606 16.05993791284671, 108.21983644114499 16.059842812825604, 108.219785175515 16.059847984801994, 108.21979378713043 16.059950168109953))"
205,"POLYGON ((108.21990469027969 16.059939805770625, 108.22002710232076 16.059928406212713, 108.22002693605518 16.059857573372756, 108.21988143501808 16.059840690306388, 108.21990469027969 16.059939805770625))"
206,"POLYGON ((108.22008255625876 16.05992423688779, 108.22017148567242 16.059914934544704, 108.22016609883781 16.0598491726817, 108.22008032076928 16.059863527619456, 108.22008255625876 16.05992423688779))"
207,"POLYGON ((108.22009839361833 16.059983904396308, 108.22018836953771 16.059974599748475, 108.220185151688 16.059941214017464, 108.22014226738818 16.059950415290235, 108.22014324259379 16.059920056062168, 108.22010034879393 16.059925209735677, 108.22009839361833 16.059983904396308))"
208,"POLYGON ((108.22025834588105 16.059915755737435, 108.22031376653558 16.059897419785475, 108.22029796476865 16.059852930759124, 108.22024357397021 16.05986418112521, 108.22025834588105 16.059915755737435))"
209,"POLYGON ((108.2203336734195 16.059907495096734, 108.2204016803467 16.059901274315095, 108.22041101784143 16.059866849107447, 108.22038685848273 16.05982844986264, 108.22033036523054 16.059835657256738, 108.2203336734195 16.059907495096734))"
210,"POLYGON ((108.22038354076878 16.059752564432717, 108.22044840107253 16.05974331483991, 108.22043239722416 16.059612814520797, 108.22035813054072 16.059627144281215, 108.22038354076878 16.059752564432717))"
211,"POLYGON ((108.22055204766937 16.05976231329225, 108.22062628584814 16.059735840692138, 108.22059582619049 16.05968834818995, 108.22053099920093 16.05971176439402, 108.22055204766937 16.05976231329225))"
212,"POLYGON ((108.22062860473922 16.059831966368293, 108.22066414698418 16.05981569781486, 108.22063152537743 16.059738864886814, 108.22059806183265 16.059749057449807, 108.22062860473922 16.059831966368293))"
213,"POLYGON ((108.22065345862426 16.05972060243532, 108.22070992804359 16.059703275980784, 108.22068466746492 16.059641605424307, 108.22068669382331 16.059613267690498, 108.22060619823067 16.059648861186542, 108.22065345862426 16.05972060243532))"
214,"POLYGON ((108.22072040948173 16.05971033626355, 108.22074969423505 16.059703188575593, 108.2207118093015 16.059613212491097, 108.22069196427125 16.059629446553156, 108.22072040948173 16.05971033626355))"
215,"POLYGON ((108.22075908637571 16.059692036999405, 108.22080197058867 16.05968283560514, 108.22078819507657 16.05961000888198, 108.22073173044816 16.059629359151664, 108.22075908637571 16.059692036999405))"
216,"POLYGON ((108.22082497170496 16.059673677914656, 108.2208668022938 16.059661443115317, 108.22084895505543 16.059637196685387, 108.22086575581531 16.059661445416115, 108.22084464303855 16.05958357531427, 108.22078815463317 16.059592806622252, 108.22082497170496 16.059673677914656))"
217,"POLYGON ((108.21763183698225 16.05955428091658, 108.21780489834704 16.05955390296823, 108.21778700766309 16.05945490201663, 108.21762098618386 16.059445019056877, 108.21763183698225 16.05955428091658))"
218,"POLYGON ((108.2170376031658 16.06039789221846, 108.21722758585335 16.060417209928755, 108.217276800464 16.059981478207664, 108.21708683589036 16.05996974976543, 108.2170376031658 16.06039789221846))"
219,"POLYGON ((108.21665783598174 16.060444255734286, 108.21672901025092 16.060000886983733, 108.21632701311891 16.05993801277921, 108.21621194223523 16.060405762666008, 108.21665783598174 16.060444255734286))"
220,"POLYGON ((108.2166785881451 16.059919032694395, 108.21672647877722 16.05992499975118, 108.21674360418727 16.059864248229044, 108.21667998983631 16.059846931527048, 108.2166785881451 16.059919032694395))"
221,"POLYGON ((108.21684725172604 16.05988375443092, 108.21696655401301 16.059885012189145, 108.21697419023384 16.059793924241106, 108.21684469543949 16.05979724226914, 108.21684725172604 16.05988375443092))"
222,"POLYGON ((108.2168984817553 16.05997547297522, 108.21700285581663 16.059969932909453, 108.21700503340124 16.05989403541387, 108.2168951476623 16.059891998220962, 108.2168984817553 16.05997547297522))"
223,"POLYGON ((108.21675226418365 16.059875613267895, 108.21683547882323 16.05988378009399, 108.2168322119925 16.059829144435593, 108.21675449316446 16.059821724557473, 108.21675226418365 16.059875613267895))"
224,"POLYGON ((108.2165923065588 16.05994198851737, 108.21665666157757 16.059940330443272, 108.21658414672163 16.059808435052492, 108.21650728349096 16.05983137032118, 108.2165923065588 16.05994198851737))"
225,"POLYGON ((108.21628924438507 16.05989711292827, 108.21636466874537 16.059930341507453, 108.21642872324209 16.05979966647638, 108.21635643482577 16.059764913234627, 108.21628924438507 16.05989711292827))"
226,"POLYGON ((108.21659041852749 16.05980538567837, 108.21668066149783 16.059798358702878, 108.21667187062612 16.05973083331001, 108.21664755766413 16.05973847556255, 108.21663727136693 16.059702828381894, 108.21658706157893 16.059712044906803, 108.21658386732203 16.059688525112577, 108.21654936002928 16.05969998420091, 108.21659041852749 16.05980538567837))"
227,"POLYGON ((108.21684546260585 16.05978965132187, 108.21698988212053 16.059791613242673, 108.21698822921624 16.059755947255137, 108.21684616430632 16.05975398019992, 108.21684546260585 16.05978965132187))"
228,"POLYGON ((108.21687665527996 16.0597030655897, 108.21704304725675 16.059703461720407, 108.2170382442865 16.05966324903775, 108.2168718824234 16.05967575460438, 108.21687665527996 16.0597030655897))"
229,"POLYGON ((108.2167997638192 16.059713858183244, 108.21684528036356 16.059711482186778, 108.21683407116909 16.059616640682503, 108.21678383310747 16.059613714474295, 108.2167997638192 16.059713858183244))"
230,"POLYGON ((108.21665840951461 16.05968001449802, 108.21672428640734 16.059657862046556, 108.21670214408066 16.059586571112533, 108.21670445090048 16.059566075042458, 108.2166220106453 16.059553352909454, 108.21664740910278 16.059674725974574, 108.21665840951461 16.05968001449802))"
231,"POLYGON ((108.21673693614038 16.059697298709736, 108.21676912599281 16.059701782119966, 108.21676029087136 16.059615283639324, 108.21672262824548 16.059619919284245, 108.21673693614038 16.059697298709736))"
232,"POLYGON ((108.2171705645386 16.05986179943801, 108.21738561973558 16.0598628480684, 108.21738223230157 16.059756605618738, 108.21717347734287 16.05976465036866, 108.2171705645386 16.05986179943801))"
233,"POLYGON ((108.21727923297026 16.06001486570759, 108.21745039991362 16.060043331411595, 108.21747685130597 16.059943095254443, 108.21728685134141 16.05991618851733, 108.21727923297026 16.06001486570759))"
234,"POLYGON ((108.2173312959138 16.06012707336483, 108.2174616041135 16.060135896100856, 108.21745988556741 16.06007214994897, 108.21734996253556 16.060054175597337, 108.2173312959138 16.06012707336483))"
235,"POLYGON ((108.21737092513037 16.06029243306103, 108.21743210891246 16.060277120978807, 108.21740677012689 16.06018155142888, 108.217337730673 16.060193844936435, 108.21737092513037 16.06029243306103))"
236,"POLYGON ((108.21748859414618 16.060266372700283, 108.2175466526407 16.060257138827087, 108.21754962905683 16.060187311008136, 108.2174569587283 16.060163227627527, 108.21748859414618 16.060266372700283))"
237,"POLYGON ((108.21747552608801 16.060047830131587, 108.21755402633997 16.060053730184272, 108.2175585370321 16.059968720466085, 108.21747531702033 16.05995827715203, 108.21747552608801 16.060047830131587))"
238,"POLYGON ((108.21770037560334 16.060209749668886, 108.2178305668404 16.06016848322717, 108.21781464621105 16.06007289315482, 108.21766718809009 16.060114197292645, 108.21770037560334 16.060209749668886))"
239,"POLYGON ((108.21784943542656 16.060182102700765, 108.21797491389876 16.060139328613, 108.21796225679913 16.060096856337776, 108.21783203372136 16.060124462234736, 108.21784943542656 16.060182102700765))"
240,"POLYGON ((108.21791092771264 16.060298843171136, 108.2181432148322 16.060284674831838, 108.218141364768 16.06016476835533, 108.21790907069341 16.060175900995116, 108.21791092771264 16.060298843171136))"
241,"POLYGON ((108.21800402470922 16.060169622093596, 108.21813272774689 16.060163269380546, 108.21811991980435 16.06005628861992, 108.21799907076354 16.060064900942823, 108.21800402470922 16.060169622093596))"
242,"POLYGON ((108.21819341048496 16.060269386553003, 108.2182648470836 16.06027530178485, 108.21826539412469 16.060173604325886, 108.21824420287325 16.060173650660094, 108.21823136470177 16.060053768208853, 108.21813014605891 16.060066132322447, 108.21814693509198 16.06019739005482, 108.21819008649128 16.06019046537643, 108.21819341048496 16.060269386553003))"
243,"POLYGON ((108.2185143566994 16.06024212220319, 108.21859275936637 16.06020628108416, 108.21855017796307 16.06012137439158, 108.21846782438236 16.06014584022741, 108.2185143566994 16.06024212220319))"
244,"POLYGON ((108.21838534473977 16.06011642246731, 108.21849835760953 16.06011313955998, 108.2185005701399 16.060052420534, 108.21838991011124 16.060054939368474, 108.21838534473977 16.06011642246731))"
245,"POLYGON ((108.21878422819817 16.060189924580246, 108.21887608538776 16.06020186632607, 108.21888213680747 16.06010471038493, 108.21879970332212 16.06009502479401, 108.21878422819817 16.060189924580246))"
